task,layer,attn_audio_frac,uniform_frac,view,step,model
chord_quality,12.0,0.2957356770833333,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,13.0,0.282470703125,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,14.0,0.2604166666666667,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,15.0,0.28515625,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,16.0,0.2232259114583333,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,17.0,0.2880859375,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,18.0,0.2818196614583333,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,19.0,0.3015950520833333,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,20.0,0.3079427083333333,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,21.0,0.3219401041666667,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,22.0,0.3232421875,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,23.0,0.32080078125,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,24.0,0.2860514322916667,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,25.0,0.3142903645833333,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,26.0,0.2918294270833333,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,27.0,0.3162434895833333,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,28.0,0.2727864583333333,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,29.0,0.2508951822916667,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,30.0,0.2237141927083333,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
chord_quality,31.0,0.22412109375,0.6420292735338672,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,0.0,0.0826822916666666,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,1.0,0.2105305989583333,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,2.0,0.1951497395833333,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,3.0,0.4073893229166667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,4.0,0.3966471354166667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,5.0,0.4039713541666667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,6.0,0.3741861979166667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,7.0,0.3600260416666667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,8.0,0.2870279947916667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,9.0,0.2728678385416667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,10.0,0.3273111979166667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,11.0,0.33837890625,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,12.0,0.28564453125,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,13.0,0.2936197916666667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,14.0,0.2911783854166667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,15.0,0.2900390625,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,16.0,0.252685546875,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,17.0,0.2849934895833333,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,18.0,0.3006184895833333,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,19.0,0.3209635416666667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,20.0,0.3396809895833333,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,21.0,0.3575846354166667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,22.0,0.3186848958333333,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,23.0,0.3294270833333333,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,24.0,0.30126953125,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,25.0,0.3382161458333333,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,26.0,0.3028971354166667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,27.0,0.31396484375,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,28.0,0.2947591145833333,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,29.0,0.2511393229166667,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,30.0,0.2200520833333333,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
instrument_id,31.0,0.2202962239583333,0.6076386375579246,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,0.0,0.0805460611979166,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,1.0,0.18359375,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,2.0,0.1765950520833333,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,3.0,0.3582356770833333,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,4.0,0.3509114583333333,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,5.0,0.3527018229166667,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,6.0,0.326904296875,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,7.0,0.31396484375,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,8.0,0.253662109375,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,9.0,0.2567545572916667,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,10.0,0.302978515625,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,11.0,0.3115234375,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,12.0,0.2671712239583333,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,13.0,0.2572428385416667,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,14.0,0.2369791666666666,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,15.0,0.2567545572916667,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,16.0,0.190673828125,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,17.0,0.2509765625,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,18.0,0.2534993489583333,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,19.0,0.2728678385416667,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,20.0,0.2926432291666667,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,21.0,0.2957356770833333,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,22.0,0.29345703125,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,23.0,0.2981770833333333,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,24.0,0.2652180989583333,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,25.0,0.29443359375,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,26.0,0.257568359375,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,27.0,0.28955078125,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,28.0,0.2543131510416667,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,29.0,0.2350260416666666,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,30.0,0.2027180989583333,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
interval_id,31.0,0.2107747395833333,0.6023961476921984,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,0.0,0.104736328125,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,1.0,0.2274693080357142,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,2.0,0.2077985491071428,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,3.0,0.4845145089285714,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,4.0,0.4847935267857143,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,5.0,0.4875837053571428,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,6.0,0.4602399553571428,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,7.0,0.4412667410714285,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,8.0,0.3621651785714285,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,9.0,0.3286830357142857,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,10.0,0.3734654017857143,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,11.0,0.3911830357142857,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,12.0,0.3397042410714285,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,13.0,0.3133370535714285,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,14.0,0.3013392857142857,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,15.0,0.3352399553571428,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,16.0,0.2630440848214285,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,17.0,0.3374720982142857,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,18.0,0.3113839285714285,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,19.0,0.3489118303571428,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,20.0,0.36328125,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,21.0,0.3754185267857143,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,22.0,0.3793247767857143,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,23.0,0.3837890625,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,24.0,0.353515625,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,25.0,0.3890904017857143,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,26.0,0.3602120535714285,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,27.0,0.3991350446428571,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,28.0,0.3517020089285714,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,29.0,0.3039899553571428,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,30.0,0.2593470982142857,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
key_id,31.0,0.2566266741071428,0.7036432037161643,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,0.0,0.1190999348958333,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,1.0,0.2217610677083333,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,2.0,0.2127278645833333,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,3.0,0.45751953125,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,4.0,0.45263671875,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,5.0,0.4583333333333333,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,6.0,0.4275716145833333,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,7.0,0.4108072916666667,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,8.0,0.3321940104166667,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,9.0,0.3251139322916667,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,10.0,0.380859375,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,11.0,0.3885091145833333,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,12.0,0.33740234375,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,13.0,0.3248697916666667,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,14.0,0.301025390625,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,15.0,0.3352864583333333,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,16.0,0.2626953125,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,17.0,0.326171875,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,18.0,0.3192545572916667,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,19.0,0.3369140625,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,20.0,0.3567708333333333,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,21.0,0.3878580729166667,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,22.0,0.3821614583333333,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,23.0,0.3839518229166667,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,24.0,0.3473307291666667,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,25.0,0.39013671875,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,26.0,0.32958984375,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,27.0,0.36865234375,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,28.0,0.30810546875,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,29.0,0.2684733072916667,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,30.0,0.2476399739583333,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
mode_id,31.0,0.2516276041666667,0.7209357391982113,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,0.0,0.0827840169270833,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,1.0,0.1944986979166666,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,2.0,0.175048828125,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,3.0,0.4010416666666667,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,4.0,0.4052734375,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,5.0,0.41064453125,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,6.0,0.3865559895833333,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,7.0,0.3694661458333333,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,8.0,0.2998046875,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,9.0,0.2884114583333333,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,10.0,0.3430989583333333,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,11.0,0.3463541666666667,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,12.0,0.2967122395833333,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,13.0,0.2916666666666667,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,14.0,0.2858072916666667,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,15.0,0.2950846354166667,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,16.0,0.239990234375,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,17.0,0.2945963541666667,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,18.0,0.2962239583333333,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,19.0,0.3199869791666667,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,20.0,0.3465169270833333,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,21.0,0.3291015625,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,22.0,0.3194986979166667,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,23.0,0.3219401041666667,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,24.0,0.2955729166666667,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,25.0,0.3414713541666667,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,26.0,0.2799479166666667,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,27.0,0.3245442708333333,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,28.0,0.2931315104166667,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,29.0,0.2630208333333333,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,30.0,0.2265625,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
note_count,31.0,0.2215983072916666,0.6085364354111186,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,0.0,0.0714925130208333,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,1.0,0.1919759114583333,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,2.0,0.1808268229166666,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,3.0,0.4059244791666667,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,4.0,0.4033203125,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,5.0,0.40625,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,6.0,0.3854166666666667,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,7.0,0.3673502604166667,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,8.0,0.29541015625,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,9.0,0.2670084635416667,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,10.0,0.31591796875,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,11.0,0.3225911458333333,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,12.0,0.2869466145833333,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,13.0,0.2652994791666667,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,14.0,0.2509765625,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,15.0,0.2772623697916667,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,16.0,0.2035319010416666,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,17.0,0.2733561197916667,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,18.0,0.2903645833333333,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,19.0,0.2997233072916667,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,20.0,0.31396484375,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,21.0,0.3125,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,22.0,0.3064778645833333,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,23.0,0.3121744791666667,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,24.0,0.2762858072916667,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
octave_id,25.0,0.318359375,0.5658639342316564,by_layer,,Qwen_Qwen2-Audio-7B-Instruct
