file,family,phrasing,prompt,constraint,measured,satisfied,satisfied_exact,satisfied_octave_ok
meter_theory_0181.wav,meter,theory,instrumental music in 5/4 time,beats_per_bar=5,None,,,
meter_theory_0182.wav,meter,theory,instrumental music in 5/4 time,beats_per_bar=5,None,,,
meter_theory_0183.wav,meter,theory,instrumental music in 5/4 time,beats_per_bar=5,None,,,
meter_theory_0184.wav,meter,theory,instrumental music in 5/4 time,beats_per_bar=5,None,,,
meter_theory_0185.wav,meter,theory,instrumental music in 5/4 time,beats_per_bar=5,None,,,
meter_theory_0186.wav,meter,theory,instrumental music in 7/8 time,beats_per_bar=7,None,,,
meter_theory_0187.wav,meter,theory,instrumental music in 7/8 time,beats_per_bar=7,None,,,
meter_theory_0188.wav,meter,theory,instrumental music in 7/8 time,beats_per_bar=7,None,,,
meter_theory_0189.wav,meter,theory,instrumental music in 7/8 time,beats_per_bar=7,None,,,
meter_theory_0190.wav,meter,theory,instrumental music in 7/8 time,beats_per_bar=7,None,,,
meter_theory_0191.wav,meter,theory,instrumental music in 7/8 time,beats_per_bar=7,None,,,
meter_theory_0192.wav,meter,theory,instrumental music in 7/8 time,beats_per_bar=7,None,,,
meter_theory_0193.wav,meter,theory,instrumental music in 7/8 time,beats_per_bar=7,None,,,
meter_theory_0194.wav,meter,theory,instrumental music in 7/8 time,beats_per_bar=7,None,,,
meter_theory_0195.wav,meter,theory,instrumental music in 7/8 time,beats_per_bar=7,None,,,
meter_theory_0196.wav,meter,theory,instrumental music in 7/8 time,beats_per_bar=7,None,,,
meter_theory_0197.wav,meter,theory,instrumental music in 7/8 time,beats_per_bar=7,None,,,
key_theory_0198.wav,key,theory,instrumental music in the key of C major,key=C major,C major,True,,
key_theory_0199.wav,key,theory,instrumental music in the key of C major,key=C major,C major,True,,
key_theory_0200.wav,key,theory,instrumental music in the key of C major,key=C major,G major,False,,
key_theory_0201.wav,key,theory,instrumental music in the key of C major,key=C major,C major,True,,
key_theory_0202.wav,key,theory,instrumental music in the key of C major,key=C major,C major,True,,
key_theory_0203.wav,key,theory,instrumental music in the key of C major,key=C major,G major,False,,
key_theory_0204.wav,key,theory,instrumental music in the key of C major,key=C major,C major,True,,
key_theory_0205.wav,key,theory,instrumental music in the key of C major,key=C major,A minor,False,,
key_theory_0206.wav,key,theory,instrumental music in the key of C major,key=C major,C major,True,,
key_theory_0207.wav,key,theory,instrumental music in the key of C major,key=C major,C major,True,,
key_theory_0208.wav,key,theory,instrumental music in the key of C major,key=C major,C major,True,,
key_theory_0209.wav,key,theory,instrumental music in the key of C major,key=C major,C major,True,,
key_theory_0210.wav,key,theory,instrumental music in the key of E major,key=E major,E major,True,,
key_theory_0211.wav,key,theory,instrumental music in the key of E major,key=E major,E major,True,,
key_theory_0212.wav,key,theory,instrumental music in the key of E major,key=E major,B minor,False,,
key_theory_0213.wav,key,theory,instrumental music in the key of E major,key=E major,A major,False,,
key_theory_0214.wav,key,theory,instrumental music in the key of E major,key=E major,E major,True,,
key_theory_0215.wav,key,theory,instrumental music in the key of E major,key=E major,B minor,False,,
key_theory_0216.wav,key,theory,instrumental music in the key of E major,key=E major,B minor,False,,
key_theory_0217.wav,key,theory,instrumental music in the key of E major,key=E major,B minor,False,,
key_theory_0218.wav,key,theory,instrumental music in the key of E major,key=E major,B major,False,,
key_theory_0219.wav,key,theory,instrumental music in the key of E major,key=E major,D major,False,,
key_theory_0220.wav,key,theory,instrumental music in the key of E major,key=E major,E major,True,,
key_theory_0221.wav,key,theory,instrumental music in the key of E major,key=E major,E minor,False,,
key_theory_0222.wav,key,theory,instrumental music in the key of F# minor,key=F# minor,F# major,False,,
key_theory_0223.wav,key,theory,instrumental music in the key of F# minor,key=F# minor,F# major,False,,
key_theory_0224.wav,key,theory,instrumental music in the key of F# minor,key=F# minor,C# minor,False,,
key_theory_0225.wav,key,theory,instrumental music in the key of F# minor,key=F# minor,F# major,False,,
key_theory_0226.wav,key,theory,instrumental music in the key of F# minor,key=F# minor,F# major,False,,
key_theory_0227.wav,key,theory,instrumental music in the key of F# minor,key=F# minor,C# major,False,,
key_theory_0228.wav,key,theory,instrumental music in the key of F# minor,key=F# minor,F# minor,True,,
key_theory_0229.wav,key,theory,instrumental music in the key of F# minor,key=F# minor,F# major,False,,
key_theory_0230.wav,key,theory,instrumental music in the key of F# minor,key=F# minor,F# major,False,,
key_theory_0231.wav,key,theory,instrumental music in the key of F# minor,key=F# minor,A# minor,False,,
key_theory_0232.wav,key,theory,instrumental music in the key of F# minor,key=F# minor,F# major,False,,
key_theory_0233.wav,key,theory,instrumental music in the key of F# minor,key=F# minor,B minor,False,,
key_theory_0234.wav,key,theory,instrumental music in the key of B minor,key=B minor,G minor,False,,
key_theory_0235.wav,key,theory,instrumental music in the key of B minor,key=B minor,B minor,True,,
key_theory_0236.wav,key,theory,instrumental music in the key of B minor,key=B minor,B minor,True,,
key_theory_0237.wav,key,theory,instrumental music in the key of B minor,key=B minor,D# minor,False,,
key_theory_0238.wav,key,theory,instrumental music in the key of B minor,key=B minor,G major,False,,
key_theory_0239.wav,key,theory,instrumental music in the key of B minor,key=B minor,A# major,False,,
key_theory_0240.wav,key,theory,instrumental music in the key of B minor,key=B minor,E major,False,,
key_theory_0241.wav,key,theory,instrumental music in the key of B minor,key=B minor,B minor,True,,
key_theory_0242.wav,key,theory,instrumental music in the key of B minor,key=B minor,G major,False,,
key_theory_0243.wav,key,theory,instrumental music in the key of B minor,key=B minor,E minor,False,,
key_theory_0244.wav,key,theory,instrumental music in the key of B minor,key=B minor,B minor,True,,
key_theory_0245.wav,key,theory,instrumental music in the key of B minor,key=B minor,B major,False,,
key_theory_0246.wav,key,theory,instrumental music in the key of Eb major,key=Eb major,A# major,False,,
key_theory_0247.wav,key,theory,instrumental music in the key of Eb major,key=Eb major,G minor,False,,
key_theory_0248.wav,key,theory,instrumental music in the key of Eb major,key=Eb major,D# major,False,,
key_theory_0249.wav,key,theory,instrumental music in the key of Eb major,key=Eb major,D# major,False,,
key_theory_0250.wav,key,theory,instrumental music in the key of Eb major,key=Eb major,D# minor,False,,
key_theory_0251.wav,key,theory,instrumental music in the key of Eb major,key=Eb major,A# major,False,,
key_theory_0252.wav,key,theory,instrumental music in the key of Eb major,key=Eb major,D# major,False,,
key_theory_0253.wav,key,theory,instrumental music in the key of Eb major,key=Eb major,G# major,False,,
key_theory_0254.wav,key,theory,instrumental music in the key of Eb major,key=Eb major,D# major,False,,
key_theory_0255.wav,key,theory,instrumental music in the key of Eb major,key=Eb major,D minor,False,,
key_theory_0256.wav,key,theory,instrumental music in the key of Eb major,key=Eb major,D# major,False,,
key_theory_0257.wav,key,theory,instrumental music in the key of Eb major,key=Eb major,D# major,False,,
key_theory_0258.wav,key,theory,instrumental music in the key of G minor,key=G minor,G minor,True,,
key_theory_0259.wav,key,theory,instrumental music in the key of G minor,key=G minor,G major,False,,
key_theory_0260.wav,key,theory,instrumental music in the key of G minor,key=G minor,G major,False,,
key_theory_0261.wav,key,theory,instrumental music in the key of G minor,key=G minor,D major,False,,
key_theory_0262.wav,key,theory,instrumental music in the key of G minor,key=G minor,D minor,False,,
key_theory_0263.wav,key,theory,instrumental music in the key of G minor,key=G minor,G major,False,,
key_theory_0264.wav,key,theory,instrumental music in the key of G minor,key=G minor,G major,False,,
key_theory_0265.wav,key,theory,instrumental music in the key of G minor,key=G minor,G minor,True,,
key_theory_0266.wav,key,theory,instrumental music in the key of G minor,key=G minor,G minor,True,,
key_theory_0267.wav,key,theory,instrumental music in the key of G minor,key=G minor,D minor,False,,
key_theory_0268.wav,key,theory,instrumental music in the key of G minor,key=G minor,D major,False,,
key_theory_0269.wav,key,theory,instrumental music in the key of G minor,key=G minor,G minor,True,,
mode_theory_0270.wav,mode,theory,instrumental music in D Dorian mode,mode=D dorian,None,,,
mode_theory_0271.wav,mode,theory,instrumental music in D Dorian mode,mode=D dorian,None,,,
mode_theory_0272.wav,mode,theory,instrumental music in D Dorian mode,mode=D dorian,None,,,
mode_theory_0273.wav,mode,theory,instrumental music in D Dorian mode,mode=D dorian,None,,,
mode_theory_0274.wav,mode,theory,instrumental music in D Dorian mode,mode=D dorian,None,,,
mode_theory_0275.wav,mode,theory,instrumental music in D Dorian mode,mode=D dorian,None,,,
mode_theory_0276.wav,mode,theory,instrumental music in D Dorian mode,mode=D dorian,None,,,
mode_theory_0277.wav,mode,theory,instrumental music in D Dorian mode,mode=D dorian,None,,,
mode_theory_0278.wav,mode,theory,instrumental music in D Dorian mode,mode=D dorian,None,,,
mode_theory_0279.wav,mode,theory,instrumental music in D Dorian mode,mode=D dorian,None,,,
mode_theory_0280.wav,mode,theory,instrumental music in D Dorian mode,mode=D dorian,None,,,
mode_theory_0281.wav,mode,theory,instrumental music in D Dorian mode,mode=D dorian,None,,,
mode_vocab_0282.wav,mode,vocab,a folk tune with a Celtic modal sound,mode=None,None,,,
mode_vocab_0283.wav,mode,vocab,a folk tune with a Celtic modal sound,mode=None,None,,,
mode_vocab_0284.wav,mode,vocab,a folk tune with a Celtic modal sound,mode=None,None,,,
mode_vocab_0285.wav,mode,vocab,a folk tune with a Celtic modal sound,mode=None,None,,,
mode_vocab_0286.wav,mode,vocab,a folk tune with a Celtic modal sound,mode=None,None,,,
mode_vocab_0287.wav,mode,vocab,a folk tune with a Celtic modal sound,mode=None,None,,,
mode_vocab_0288.wav,mode,vocab,a folk tune with a Celtic modal sound,mode=None,None,,,
mode_vocab_0289.wav,mode,vocab,a folk tune with a Celtic modal sound,mode=None,None,,,
mode_vocab_0290.wav,mode,vocab,a folk tune with a Celtic modal sound,mode=None,None,,,
mode_vocab_0291.wav,mode,vocab,a folk tune with a Celtic modal sound,mode=None,None,,,
mode_vocab_0292.wav,mode,vocab,a folk tune with a Celtic modal sound,mode=None,None,,,
mode_vocab_0293.wav,mode,vocab,a folk tune with a Celtic modal sound,mode=None,None,,,
mode_theory_0294.wav,mode,theory,instrumental music using only the whole-tone scale,mode=whole_tone,None,,,
mode_theory_0295.wav,mode,theory,instrumental music using only the whole-tone scale,mode=whole_tone,None,,,
mode_theory_0296.wav,mode,theory,instrumental music using only the whole-tone scale,mode=whole_tone,None,,,
mode_theory_0297.wav,mode,theory,instrumental music using only the whole-tone scale,mode=whole_tone,None,,,
mode_theory_0298.wav,mode,theory,instrumental music using only the whole-tone scale,mode=whole_tone,None,,,
mode_theory_0299.wav,mode,theory,instrumental music using only the whole-tone scale,mode=whole_tone,None,,,
mode_theory_0300.wav,mode,theory,instrumental music using only the whole-tone scale,mode=whole_tone,None,,,
mode_theory_0301.wav,mode,theory,instrumental music using only the whole-tone scale,mode=whole_tone,None,,,
mode_theory_0302.wav,mode,theory,instrumental music using only the whole-tone scale,mode=whole_tone,None,,,
mode_theory_0303.wav,mode,theory,instrumental music using only the whole-tone scale,mode=whole_tone,None,,,
mode_theory_0304.wav,mode,theory,instrumental music using only the whole-tone scale,mode=whole_tone,None,,,
mode_theory_0305.wav,mode,theory,instrumental music using only the whole-tone scale,mode=whole_tone,None,,,
mode_vocab_0306.wav,mode,vocab,dreamy impressionist music like Debussy,mode=None,None,,,
mode_vocab_0307.wav,mode,vocab,dreamy impressionist music like Debussy,mode=None,None,,,
mode_vocab_0308.wav,mode,vocab,dreamy impressionist music like Debussy,mode=None,None,,,
mode_vocab_0309.wav,mode,vocab,dreamy impressionist music like Debussy,mode=None,None,,,
